Type of professional,Jurisdiction,Category,Group,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Nurse practitioners,Quebec,Years since graduation,11-20 years,145.00,200.00,244.00,301.00,327.00,411.00,557.00,682.00,780.00,880.00
Nurse practitioners,Quebec,Years since graduation,21-30 years,37.00,45.00,50.00,65.00,82.00,98.00,117.00,136.00,186.00,251.00
Nurse practitioners,Quebec,Years since graduation,31+ years,10.00,14.00,16.00,20.00,22.00,27.00,29.00,32.00,33.00,38.00
Nurse practitioners,Quebec,Years since graduation,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nurse practitioners,Ontario,Supply,Total,2520.00,2769.00,3011.00,3206.00,3451.00,3681.00,3861.00,4135.00,4407.00,4710.00
Nurse practitioners,Ontario,Age,Age <25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nurse practitioners,Ontario,Age,Age 25-34,477.00,545.00,614.00,635.00,649.00,684.00,651.00,727.00,758.00,806.00
Nurse practitioners,Ontario,Age,Age 35-44,704.00,811.00,918.00,1042.00,1200.00,1318.00,1452.00,1586.00,1746.00,1893.00
Nurse practitioners,Ontario,Age,Age 45-54,805.00,815.00,818.00,802.00,793.00,838.00,867.00,911.00,950.00,1000.00
Nurse practitioners,Ontario,Age,Age 55-64,484.00,539.00,578.00,637.00,683.00,693.00,716.00,721.00,753.00,790.00
Nurse practitioners,Ontario,Age,Age 65+,50.00,59.00,83.00,90.00,126.00,148.00,175.00,190.00,200.00,221.00
Nurse practitioners,Ontario,Age,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nurse practitioners,Ontario,Age,Average age,45.40,45.20,45.00,44.90,45.00,44.80,45.10,44.80,44.80,44.80
Nurse practitioners,Ontario,Sex,Female,2369.00,2600.00,2823.00,2999.00,3221.00,3426.00,3584.00,3812.00,4050.00,4301.00
Nurse practitioners,Ontario,Sex,Male,151.00,169.00,188.00,207.00,230.00,255.00,277.00,322.00,357.00,408.00
Nurse practitioners,Ontario,Sex,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
Nurse practitioners,Ontario,Inflow,Total,264.00,308.00,316.00,279.00,314.00,322.00,276.00,408.00,390.00,441.00
Nurse practitioners,Ontario,Inflow,Age <35,136.00,170.00,182.00,155.00,163.00,181.00,143.00,231.00,208.00,226.00
Nurse practitioners,Ontario,Inflow,Age 35-54,116.00,129.00,124.00,113.00,133.00,128.00,119.00,165.00,169.00,192.00
Nurse practitioners,Ontario,Inflow,Age 55+,12.00,9.00,10.00,11.00,18.00,13.00,14.00,12.00,13.00,23.00
Nurse practitioners,Ontario,Inflow,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nurse practitioners,Ontario,Outflow,Total,59.00,74.00,84.00,69.00,92.00,96.00,134.00,118.00,138.00,
Nurse practitioners,Ontario,Outflow,Age <35,2.00,10.00,14.00,8.00,12.00,17.00,10.00,14.00,20.00,
Nurse practitioners,Ontario,Outflow,Age 35-54,28.00,33.00,26.00,30.00,24.00,36.00,58.00,40.00,55.00,
Nurse practitioners,Ontario,Outflow,Age 55+,29.00,31.00,44.00,31.00,56.00,43.00,66.00,64.00,63.00,
Nurse practitioners,Ontario,Outflow,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Nurse practitioners,Ontario,Renewal,Total,2256.00,2461.00,2695.00,2927.00,3137.00,3359.00,3585.00,3727.00,4017.00,4269.00
Nurse practitioners,Ontario,Renewal,Age <35,341.00,375.00,432.00,480.00,486.00,503.00,508.00,496.00,550.00,580.00
Nurse practitioners,Ontario,Renewal,Age 35-54,1393.00,1497.00,1612.00,1731.00,1860.00,2028.00,2200.00,2332.00,2527.00,2701.00
Nurse practitioners,Ontario,Renewal,Age 55+,522.00,589.00,651.00,716.00,791.00,828.00,877.00,899.00,940.00,988.00
Nurse practitioners,Ontario,Renewal,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nurse practitioners,Ontario,Employment status,Employed in profession,2405.00,2646.00,2855.00,3032.00,3273.00,3454.00,3649.00,3896.00,4169.00,4493.00
Nurse practitioners,Ontario,Employment status,Employed in other than profession and seeking employment in profession,3.00,3.00,3.00,10.00,4.00,6.00,4.00,2.00,7.00,4.00
Nurse practitioners,Ontario,Employment status,Employed in other than profession and not seeking employment in profession,1.00,0.00,3.00,5.00,4.00,5.00,4.00,5.00,3.00,8.00
Nurse practitioners,Ontario,Employment status,Not employed and seeking employment in profession,27.00,41.00,50.00,55.00,61.00,58.00,55.00,65.00,60.00,52.00
Nurse practitioners,Ontario,Employment status,Not employed and not seeking employment in profession,12.00,16.00,15.00,25.00,17.00,33.00,36.00,32.00,34.00,32.00
Nurse practitioners,Ontario,Employment status,Not stated,72.00,63.00,85.00,79.00,92.00,125.00,113.00,135.00,134.00,121.00
Nurse practitioners,Ontario,Location of graduation,Canadian educated,2370.00,2615.00,2843.00,3038.00,3272.00,3486.00,3645.00,3907.00,4158.00,4441.00
Nurse practitioners,Ontario,Location of graduation,Internationally educated,149.00,153.00,167.00,167.00,178.00,194.00,215.00,228.00,249.00,269.00
Nurse practitioners,Ontario,Location of graduation,Not stated,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00
Nurse practitioners,Ontario,Years since graduation,<5 years,216.00,213.00,185.00,14.00,8.00,20.00,259.00,622.00,937.00,1200.00
Nurse practitioners,Ontario,Years since graduation,5-10 years,422.00,531.00,643.00,843.00,865.00,905.00,712.00,551.00,391.00,233.00
Nurse practitioners,Ontario,Years since graduation,11-20 years,672.00,781.00,885.00,1005.00,1173.00,1322.00,1437.00,1502.00,1586.00,1741.00
Nurse practitioners,Ontario,Years since graduation,21-30 years,672.00,628.00,666.00,670.00,686.00,690.00,661.00,643.00,670.00,708.00
Nurse practitioners,Ontario,Years since graduation,31+ years,533.00,609.00,632.00,674.00,719.00,744.00,792.00,817.00,823.00,828.00
Nurse practitioners,Ontario,Years since graduation,Not stated,5.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nurse practitioners,Manitoba,Supply,Total,152.00,163.00,178.00,193.00,217.00,233.00,275.00,306.00,316.00,338.00
Nurse practitioners,Manitoba,Age,Age <25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nurse practitioners,Manitoba,Age,Age 25-34,26.00,30.00,38.00,41.00,49.00,59.00,67.00,65.00,37.00,54.00
Nurse practitioners,Manitoba,Age,Age 35-44,61.00,62.00,67.00,75.00,80.00,84.00,103.00,123.00,136.00,141.00
Nurse practitioners,Manitoba,Age,Age 45-54,46.00,54.00,55.00,56.00,61.00,59.00,68.00,77.00,92.00,95.00
Nurse practitioners,Manitoba,Age,Age 55-64,17.00,14.00,15.00,16.00,23.00,26.00,33.00,37.00,46.00,45.00
Nurse practitioners,Manitoba,Age,Age 65+,2.00,3.00,3.00,5.00,4.00,5.00,4.00,4.00,5.00,3.00
Nurse practitioners,Manitoba,Age,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nurse practitioners,Manitoba,Age,Average age,43.40,43.20,44.20,44.30,43.30,42.70,42.70,43.10,43.60,43.40
Nurse practitioners,Manitoba,Sex,Female,140.00,150.00,163.00,174.00,195.00,208.00,,245.00,251.00,255.00
Nurse practitioners,Manitoba,Sex,Male,12.00,13.00,15.00,19.00,22.00,24.00,,35.00,38.00,38.00
Nurse practitioners,Manitoba,Sex,Not stated,0.00,0.00,0.00,0.00,0.00,1.00,,26.00,27.00,45.00
Nurse practitioners,Manitoba,Inflow,Total,29.00,21.00,16.00,18.00,30.00,26.00,24.00,43.00,28.00,39.00
Nurse practitioners,Manitoba,Inflow,Age <35,10.00,11.00,8.00,11.00,15.00,19.00,11.00,18.00,10.00,20.00
Nurse practitioners,Manitoba,Inflow,Age 35-54,19.00,10.00,7.00,6.00,14.00,7.00,12.00,24.00,17.00,18.00
Nurse practitioners,Manitoba,Inflow,Age 55+,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00
Nurse practitioners,Manitoba,Inflow,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nurse practitioners,Manitoba,Outflow,Total,10.00,1.00,3.00,6.00,10.00,4.00,12.00,18.00,17.00,
Nurse practitioners,Manitoba,Outflow,Age <35,1.00,0.00,0.00,1.00,4.00,1.00,4.00,3.00,3.00,
Nurse practitioners,Manitoba,Outflow,Age 35-54,6.00,1.00,1.00,4.00,3.00,2.00,6.00,10.00,10.00,
Nurse practitioners,Manitoba,Outflow,Age 55+,3.00,0.00,2.00,1.00,3.00,1.00,2.00,5.00,4.00,
Nurse practitioners,Manitoba,Outflow,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Nurse practitioners,Manitoba,Renewal,Total,123.00,142.00,162.00,175.00,187.00,207.00,251.00,263.00,288.00,299.00
Nurse practitioners,Manitoba,Renewal,Age <35,16.00,19.00,30.00,30.00,34.00,40.00,56.00,47.00,27.00,34.00
Nurse practitioners,Manitoba,Renewal,Age 35-54,88.00,106.00,115.00,125.00,127.00,136.00,159.00,176.00,211.00,218.00
Nurse practitioners,Manitoba,Renewal,Age 55+,19.00,17.00,17.00,20.00,26.00,31.00,36.00,40.00,50.00,47.00
Nurse practitioners,Manitoba,Renewal,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nurse practitioners,Manitoba,Employment status,Employed in profession,148.00,162.00,167.00,174.00,,,,,,
Nurse practitioners,Manitoba,Employment status,Employed in other than profession and seeking employment in profession,0.00,0.00,0.00,2.00,,,,,,
Nurse practitioners,Manitoba,Employment status,Employed in other than profession and not seeking employment in profession,0.00,0.00,0.00,2.00,,,,,,
Nurse practitioners,Manitoba,Employment status,Not employed and seeking employment in profession,0.00,0.00,1.00,2.00,,,,,,
Nurse practitioners,Manitoba,Employment status,Not employed and not seeking employment in profession,0.00,0.00,2.00,1.00,,,,,,
Nurse practitioners,Manitoba,Employment status,Not stated,4.00,1.00,8.00,12.00,,,,,,
Nurse practitioners,Manitoba,Location of graduation,Canadian educated,150.00,161.00,175.00,189.00,213.00,229.00,268.00,297.00,304.00,325.00
Nurse practitioners,Manitoba,Location of graduation,Internationally educated,2.00,2.00,3.00,4.00,4.00,4.00,7.00,9.00,12.00,13.00
Nurse practitioners,Manitoba,Location of graduation,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nurse practitioners,Manitoba,Years since graduation,<5 years,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00
Nurse practitioners,Manitoba,Years since graduation,5-10 years,29.00,33.00,40.00,36.00,46.00,50.00,48.00,50.00,43.00,45.00
Nurse practitioners,Manitoba,Years since graduation,11-20 years,62.00,68.00,71.00,83.00,94.00,102.00,132.00,148.00,158.00,166.00
Nurse practitioners,Manitoba,Years since graduation,21-30 years,40.00,44.00,45.00,49.00,47.00,48.00,57.00,63.00,71.00,82.00
Nurse practitioners,Manitoba,Years since graduation,31+ years,21.00,18.00,22.00,25.00,30.00,33.00,38.00,44.00,43.00,45.00
Nurse practitioners,Manitoba,Years since graduation,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nurse practitioners,Saskatchewan,Supply,Total,186.00,206.00,216.00,228.00,236.00,240.00,260.00,279.00,266.00,283.00
Nurse practitioners,Saskatchewan,Age,Age <25,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
Nurse practitioners,Saskatchewan,Age,Age 25-34,26.00,33.00,35.00,41.00,41.00,35.00,38.00,34.00,32.00,43.00
Nurse practitioners,Saskatchewan,Age,Age 35-44,48.00,57.00,59.00,60.00,66.00,78.00,94.00,111.00,100.00,107.00
Nurse practitioners,Saskatchewan,Age,Age 45-54,54.00,55.00,60.00,62.00,59.00,62.00,61.00,68.00,68.00,65.00
Nurse practitioners,Saskatchewan,Age,Age 55-64,55.00,54.00,55.00,57.00,61.00,57.00,53.00,48.00,46.00,50.00
Nurse practitioners,Saskatchewan,Age,Age 65+,3.00,7.00,7.00,8.00,8.00,8.00,14.00,18.00,20.00,18.00
Nurse practitioners,Saskatchewan,Age,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nurse practitioners,Saskatchewan,Age,Average age,47.90,46.90,46.80,46.30,46.40,46.10,46.10,46.10,46.70,46.20
Nurse practitioners,Saskatchewan,Sex,Female,172.00,190.00,200.00,211.00,217.00,220.00,234.00,254.00,244.00,258.00
Nurse practitioners,Saskatchewan,Sex,Male,14.00,16.00,16.00,17.00,19.00,20.00,26.00,25.00,22.00,25.00
Nurse practitioners,Saskatchewan,Sex,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nurse practitioners,Saskatchewan,Inflow,Total,26.00,29.00,24.00,21.00,19.00,22.00,34.00,31.00,17.00,35.00
Nurse practitioners,Saskatchewan,Inflow,Age <35,10.00,15.00,11.00,13.00,10.00,9.00,12.00,7.00,8.00,17.00
Nurse practitioners,Saskatchewan,Inflow,Age 35-54,15.00,11.00,12.00,7.00,9.00,12.00,20.00,23.00,8.00,16.00
Nurse practitioners,Saskatchewan,Inflow,Age 55+,1.00,3.00,1.00,1.00,0.00,1.00,2.00,1.00,1.00,2.00
Nurse practitioners,Saskatchewan,Inflow,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nurse practitioners,Saskatchewan,Outflow,Total,9.00,14.00,9.00,11.00,18.00,14.00,12.00,30.00,18.00,
Nurse practitioners,Saskatchewan,Outflow,Age <35,0.00,6.00,1.00,3.00,2.00,6.00,1.00,5.00,1.00,
Nurse practitioners,Saskatchewan,Outflow,Age 35-54,3.00,2.00,3.00,4.00,6.00,4.00,6.00,19.00,11.00,
Nurse practitioners,Saskatchewan,Outflow,Age 55+,6.00,6.00,5.00,4.00,10.00,4.00,5.00,6.00,6.00,
Nurse practitioners,Saskatchewan,Outflow,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Nurse practitioners,Saskatchewan,Renewal,Total,160.00,177.00,192.00,207.00,217.00,218.00,226.00,248.00,249.00,248.00
Nurse practitioners,Saskatchewan,Renewal,Age <35,16.00,18.00,24.00,28.00,32.00,26.00,26.00,27.00,24.00,26.00
Nurse practitioners,Saskatchewan,Renewal,Age 35-54,87.00,101.00,107.00,115.00,116.00,128.00,135.00,156.00,160.00,156.00
Nurse practitioners,Saskatchewan,Renewal,Age 55+,57.00,58.00,61.00,64.00,69.00,64.00,65.00,65.00,65.00,66.00
Nurse practitioners,Saskatchewan,Renewal,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nurse practitioners,Saskatchewan,Employment status,Employed in profession,172.00,192.00,204.00,215.00,232.00,226.00,240.00,263.00,254.00,267.00
Nurse practitioners,Saskatchewan,Employment status,Employed in other than profession and seeking employment in profession,5.00,8.00,0.00,5.00,2.00,0.00,1.00,0.00,0.00,0.00
Nurse practitioners,Saskatchewan,Employment status,Employed in other than profession and not seeking employment in profession,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
Nurse practitioners,Saskatchewan,Employment status,Not employed and seeking employment in profession,6.00,5.00,12.00,7.00,1.00,1.00,6.00,5.00,3.00,4.00
Nurse practitioners,Saskatchewan,Employment status,Not employed and not seeking employment in profession,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
Nurse practitioners,Saskatchewan,Employment status,Not stated,0.00,0.00,0.00,1.00,1.00,12.00,12.00,11.00,8.00,12.00
Nurse practitioners,Saskatchewan,Location of graduation,Canadian educated,169.00,190.00,207.00,216.00,227.00,231.00,252.00,271.00,260.00,269.00
Nurse practitioners,Saskatchewan,Location of graduation,Internationally educated,9.00,9.00,9.00,10.00,9.00,8.00,7.00,8.00,6.00,7.00
Nurse practitioners,Saskatchewan,Location of graduation,Not stated,8.00,7.00,0.00,2.00,0.00,1.00,1.00,0.00,0.00,7.00
Nurse practitioners,Saskatchewan,Years since graduation,<5 years,58.00,74.00,77.00,77.00,71.00,61.00,62.00,49.00,40.00,53.00
Nurse practitioners,Saskatchewan,Years since graduation,5-10 years,73.00,63.00,62.00,64.00,72.00,85.00,94.00,110.00,103.00,97.00
Nurse practitioners,Saskatchewan,Years since graduation,11-20 years,46.00,58.00,67.00,77.00,82.00,81.00,84.00,101.00,101.00,108.00
Nurse practitioners,Saskatchewan,Years since graduation,21-30 years,8.00,10.00,9.00,9.00,10.00,12.00,19.00,18.00,21.00,24.00
Nurse practitioners,Saskatchewan,Years since graduation,31+ years,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Nurse practitioners,Saskatchewan,Years since graduation,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nurse practitioners,Alberta,Supply,Total,414.00,449.00,481.00,529.00,571.00,602.00,633.00,674.00,722.00,789.00
Nurse practitioners,Alberta,Age,Age <25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nurse practitioners,Alberta,Age,Age 25-34,59.00,75.00,83.00,89.00,79.00,72.00,81.00,84.00,98.00,100.00
Nurse practitioners,Alberta,Age,Age 35-44,146.00,152.00,160.00,184.00,205.00,234.00,249.00,261.00,283.00,318.00
Nurse practitioners,Alberta,Age,Age 45-54,130.00,138.00,146.00,157.00,169.00,173.00,174.00,195.00,200.00,219.00
Nurse practitioners,Alberta,Age,Age 55-64,72.00,76.00,81.00,85.00,102.00,97.00,101.00,106.00,112.00,121.00
Nurse practitioners,Alberta,Age,Age 65+,7.00,8.00,11.00,14.00,16.00,26.00,28.00,28.00,29.00,31.00
Nurse practitioners,Alberta,Age,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nurse practitioners,Alberta,Age,Average age,45.30,45.10,45.00,44.80,45.20,45.50,45.60,45.70,45.50,45.50
Nurse practitioners,Alberta,Sex,Female,380.00,409.00,435.00,481.00,517.00,545.00,575.00,612.00,654.00,715.00
Nurse practitioners,Alberta,Sex,Male,34.00,40.00,46.00,48.00,54.00,57.00,58.00,62.00,68.00,74.00
Nurse practitioners,Alberta,Sex,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nurse practitioners,Alberta,Inflow,Total,58.00,61.00,55.00,72.00,70.00,54.00,64.00,76.00,89.00,99.00
Nurse practitioners,Alberta,Inflow,Age <35,22.00,29.00,24.00,34.00,23.00,18.00,28.00,20.00,39.00,27.00
Nurse practitioners,Alberta,Inflow,Age 35-54,34.00,29.00,26.00,34.00,39.00,34.00,34.00,51.00,45.00,64.00
Nurse practitioners,Alberta,Inflow,Age 55+,2.00,3.00,5.00,4.00,8.00,2.00,2.00,5.00,5.00,8.00
Nurse practitioners,Alberta,Inflow,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nurse practitioners,Alberta,Outflow,Total,26.00,23.00,24.00,28.00,23.00,33.00,35.00,41.00,32.00,
Nurse practitioners,Alberta,Outflow,Age <35,5.00,2.00,7.00,8.00,4.00,5.00,2.00,5.00,4.00,
Nurse practitioners,Alberta,Outflow,Age 35-54,12.00,12.00,12.00,13.00,12.00,20.00,20.00,22.00,15.00,
Nurse practitioners,Alberta,Outflow,Age 55+,9.00,9.00,5.00,7.00,7.00,8.00,13.00,14.00,13.00,
Nurse practitioners,Alberta,Outflow,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Nurse practitioners,Alberta,Renewal,Total,356.00,388.00,426.00,457.00,501.00,548.00,569.00,598.00,633.00,690.00
Nurse practitioners,Alberta,Renewal,Age <35,37.00,46.00,59.00,55.00,56.00,54.00,53.00,64.00,59.00,73.00
Nurse practitioners,Alberta,Renewal,Age 35-54,242.00,261.00,280.00,307.00,335.00,373.00,389.00,405.00,438.00,473.00
Nurse practitioners,Alberta,Renewal,Age 55+,77.00,81.00,87.00,95.00,110.00,121.00,127.00,129.00,136.00,144.00
Nurse practitioners,Alberta,Renewal,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nurse practitioners,Alberta,Employment status,Employed in profession,377.00,427.00,462.00,504.00,549.00,568.00,599.00,613.00,680.00,554.00
Nurse practitioners,Alberta,Employment status,Employed in other than profession and seeking employment in profession,5.00,1.00,3.00,1.00,2.00,4.00,2.00,11.00,5.00,5.00
Nurse practitioners,Alberta,Employment status,Employed in other than profession and not seeking employment in profession,22.00,14.00,12.00,15.00,10.00,20.00,27.00,36.00,26.00,222.00
Nurse practitioners,Alberta,Employment status,Not employed and seeking employment in profession,9.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00
Nurse practitioners,Alberta,Employment status,Not employed and not seeking employment in profession,1.00,2.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00
Nurse practitioners,Alberta,Employment status,Not stated,0.00,4.00,3.00,8.00,10.00,10.00,4.00,12.00,9.00,7.00
Nurse practitioners,Alberta,Location of graduation,Canadian educated,407.00,437.00,462.00,511.00,548.00,579.00,610.00,650.00,694.00,750.00
Nurse practitioners,Alberta,Location of graduation,Internationally educated,7.00,11.00,18.00,18.00,23.00,23.00,23.00,24.00,26.00,31.00
Nurse practitioners,Alberta,Location of graduation,Not stated,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,8.00
Nurse practitioners,Alberta,Years since graduation,<5 years,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nurse practitioners,Alberta,Years since graduation,5-10 years,56.00,59.00,63.00,76.00,67.00,74.00,85.00,90.00,81.00,76.00
Nurse practitioners,Alberta,Years since graduation,11-20 years,171.00,193.00,191.00,214.00,247.00,260.00,274.00,293.00,336.00,382.00
Nurse practitioners,Alberta,Years since graduation,21-30 years,107.00,109.00,133.00,138.00,140.00,149.00,149.00,160.00,166.00,178.00
Nurse practitioners,Alberta,Years since graduation,31+ years,79.00,87.00,94.00,101.00,117.00,119.00,125.00,131.00,137.00,145.00
Nurse practitioners,Alberta,Years since graduation,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,8.00
Nurse practitioners,British Columbia,Supply,Total,315.00,385.00,418.00,465.00,514.00,540.00,648.00,761.00,885.00,991.00
Nurse practitioners,British Columbia,Age,Age <25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nurse practitioners,British Columbia,Age,Age 25-34,57.00,86.00,88.00,90.00,97.00,77.00,109.00,132.00,157.00,167.00
Nurse practitioners,British Columbia,Age,Age 35-44,125.00,155.00,167.00,189.00,208.00,240.00,290.00,333.00,398.00,447.00
Nurse practitioners,British Columbia,Age,Age 45-54,82.00,83.00,90.00,102.00,118.00,125.00,149.00,196.00,219.00,254.00
Nurse practitioners,British Columbia,Age,Age 55-64,48.00,57.00,67.00,73.00,82.00,85.00,82.00,82.00,84.00,94.00
Nurse practitioners,British Columbia,Age,Age 65+,3.00,4.00,6.00,11.00,9.00,13.00,18.00,18.00,27.00,29.00
