Type of professional,Jurisdiction,Category,Group,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,
Nurse practitioners,Manitoba,Renewal,Age not stated,0,0,0,0,0,0,0,0,0,0,
Nurse practitioners,Manitoba,Employment status,Employed in profession,148,162,167,174,—,—,—,—,—,—,
Nurse practitioners,Manitoba,Employment status,Employed in other than profession and seeking employment in profession,0,0,0,2,—,—,—,—,—,—,
Nurse practitioners,Manitoba,Employment status,Employed in other than profession and not seeking employment in profession,0,0,0,2,—,—,—,—,—,—,
Nurse practitioners,Manitoba,Employment status,Not employed and seeking employment in profession,0,0,1,2,—,—,—,—,—,—,
Nurse practitioners,Manitoba,Employment status,Not employed and not seeking employment in profession,0,0,2,1,—,—,—,—,—,—,
Nurse practitioners,Manitoba,Employment status,Not stated,4,1,8,12,—,—,—,—,—,—,
Nurse practitioners,Manitoba,Location of graduation,Canadian educated,150,161,175,189,213,229,268,297,304,325,
Nurse practitioners,Manitoba,Location of graduation,Internationally educated,2,2,3,4,4,4,7,9,12,13,
Nurse practitioners,Manitoba,Location of graduation,Not stated,0,0,0,0,0,0,0,0,0,0,
Nurse practitioners,Manitoba,Years since graduation,<5 years,0,0,0,0,0,0,0,1,1,0,
Nurse practitioners,Manitoba,Years since graduation,5–10 years,29,33,40,36,46,50,48,50,43,45,
Nurse practitioners,Manitoba,Years since graduation,11–20 years,62,68,71,83,94,102,132,148,158,166,
Nurse practitioners,Manitoba,Years since graduation,21–30 years,40,44,45,49,47,48,57,63,71,82,
Nurse practitioners,Manitoba,Years since graduation,31+ years,21,18,22,25,30,33,38,44,43,45,
Nurse practitioners,Manitoba,Years since graduation,Not stated,0,0,0,0,0,0,0,0,0,0,
Nurse practitioners,Saskatchewan,Supply,Total,186,206,216,228,236,240,260,279,266,283,
Nurse practitioners,Saskatchewan,Age,Age <25,0,0,0,0,1,0,0,0,0,0,
Nurse practitioners,Saskatchewan,Age,Age 25–34,26,33,35,41,41,35,38,34,32,43,
Nurse practitioners,Saskatchewan,Age,Age 35–44,48,57,59,60,66,78,94,111,100,107,
Nurse practitioners,Saskatchewan,Age,Age 45–54,54,55,60,62,59,62,61,68,68,65,
Nurse practitioners,Saskatchewan,Age,Age 55–64,55,54,55,57,61,57,53,48,46,50,
Nurse practitioners,Saskatchewan,Age,Age 65+,3,7,7,8,8,8,14,18,20,18,
Nurse practitioners,Saskatchewan,Age,Not stated,0,0,0,0,0,0,0,0,0,0,
Nurse practitioners,Saskatchewan,Age,Average age,47.9,46.9,46.8,46.3,46.4,46.1,46.1,46.1,46.7,46.2,
Nurse practitioners,Saskatchewan,Sex,Female,172,190,200,211,217,220,234,254,244,258,
Nurse practitioners,Saskatchewan,Sex,Male,14,16,16,17,19,20,26,25,22,25,
Nurse practitioners,Saskatchewan,Sex,Not stated,0,0,0,0,0,0,0,0,0,0,
Nurse practitioners,Saskatchewan,Inflow,Total,26,29,24,21,19,22,34,31,17,35,
Nurse practitioners,Saskatchewan,Inflow,Age <35,10,15,11,13,10,9,12,7,8,17,
Nurse practitioners,Saskatchewan,Inflow,Age 35–54,15,11,12,7,9,12,20,23,8,16,
Nurse practitioners,Saskatchewan,Inflow,Age 55+,1,3,1,1,0,1,2,1,1,2,
Nurse practitioners,Saskatchewan,Inflow,Age not stated,0,0,0,0,0,0,0,0,0,0,
Nurse practitioners,Saskatchewan,Outflow,Total,9,14,9,11,18,14,12,30,18,—,
Nurse practitioners,Saskatchewan,Outflow,Age <35,0,6,1,3,2,6,1,5,1,—,
Nurse practitioners,Saskatchewan,Outflow,Age 35–54,3,2,3,4,6,4,6,19,11,—,
Nurse practitioners,Saskatchewan,Outflow,Age 55+,6,6,5,4,10,4,5,6,6,—,
Nurse practitioners,Saskatchewan,Outflow,Age not stated,0,0,0,0,0,0,0,0,0,—,
Nurse practitioners,Saskatchewan,Renewal,Total,160,177,192,207,217,218,226,248,249,248,
Nurse practitioners,Saskatchewan,Renewal,Age <35,16,18,24,28,32,26,26,27,24,26,
Nurse practitioners,Saskatchewan,Renewal,Age 35–54,87,101,107,115,116,128,135,156,160,156,
Nurse practitioners,Saskatchewan,Renewal,Age 55+,57,58,61,64,69,64,65,65,65,66,
Nurse practitioners,Saskatchewan,Renewal,Age not stated,0,0,0,0,0,0,0,0,0,0,
Nurse practitioners,Saskatchewan,Employment status,Employed in profession,172,192,204,215,232,226,240,263,254,267,
Nurse practitioners,Saskatchewan,Employment status,Employed in other than profession and seeking employment in profession,5,8,0,5,2,0,1,0,0,0,
Nurse practitioners,Saskatchewan,Employment status,Employed in other than profession and not seeking employment in profession,2,0,0,0,0,0,0,0,1,0,
Nurse practitioners,Saskatchewan,Employment status,Not employed and seeking employment in profession,6,5,12,7,1,1,6,5,3,4,
Nurse practitioners,Saskatchewan,Employment status,Not employed and not seeking employment in profession,1,1,0,0,0,1,1,0,0,0,
Nurse practitioners,Saskatchewan,Employment status,Not stated,0,0,0,1,1,12,12,11,8,12,
Nurse practitioners,Saskatchewan,Location of graduation,Canadian educated,169,190,207,216,227,231,252,271,260,269,
Nurse practitioners,Saskatchewan,Location of graduation,Internationally educated,9,9,9,10,9,8,7,8,6,7,
Nurse practitioners,Saskatchewan,Location of graduation,Not stated,8,7,0,2,0,1,1,0,0,7,
Nurse practitioners,Saskatchewan,Years since graduation,<5 years,58,74,77,77,71,61,62,49,40,53,
Nurse practitioners,Saskatchewan,Years since graduation,5–10 years,73,63,62,64,72,85,94,110,103,97,
Nurse practitioners,Saskatchewan,Years since graduation,11–20 years,46,58,67,77,82,81,84,101,101,108,
Nurse practitioners,Saskatchewan,Years since graduation,21–30 years,8,10,9,9,10,12,19,18,21,24,
Nurse practitioners,Saskatchewan,Years since graduation,31+ years,1,1,1,1,1,1,1,1,1,1,
Nurse practitioners,Saskatchewan,Years since graduation,Not stated,0,0,0,0,0,0,0,0,0,0,
Nurse practitioners,Alberta,Supply,Total,414,449,481,529,571,602,633,674,722,789,
Nurse practitioners,Alberta,Age,Age <25,0,0,0,0,0,0,0,0,0,0,
Nurse practitioners,Alberta,Age,Age 25–34,59,75,83,89,79,72,81,84,98,100,
Nurse practitioners,Alberta,Age,Age 35–44,146,152,160,184,205,234,249,261,283,318,
Nurse practitioners,Alberta,Age,Age 45–54,130,138,146,157,169,173,174,195,200,219,
Nurse practitioners,Alberta,Age,Age 55–64,72,76,81,85,102,97,101,106,112,121,
Nurse practitioners,Alberta,Age,Age 65+,7,8,11,14,16,26,28,28,29,31,
Nurse practitioners,Alberta,Age,Not stated,0,0,0,0,0,0,0,0,0,0,
Nurse practitioners,Alberta,Age,Average age,45.3,45.1,45.0,44.8,45.2,45.5,45.6,45.7,45.5,45.5,
Nurse practitioners,Alberta,Sex,Female,380,409,435,481,517,545,575,612,654,715,
Nurse practitioners,Alberta,Sex,Male,34,40,46,48,54,57,58,62,68,74,
Nurse practitioners,Alberta,Sex,Not stated,0,0,0,0,0,0,0,0,0,0,
Nurse practitioners,Alberta,Inflow,Total,58,61,55,72,70,54,64,76,89,99,
Nurse practitioners,Alberta,Inflow,Age <35,22,29,24,34,23,18,28,20,39,27,
Nurse practitioners,Alberta,Inflow,Age 35–54,34,29,26,34,39,34,34,51,45,64,
Nurse practitioners,Alberta,Inflow,Age 55+,2,3,5,4,8,2,2,5,5,8,
Nurse practitioners,Alberta,Inflow,Age not stated,0,0,0,0,0,0,0,0,0,0,
Nurse practitioners,Alberta,Outflow,Total,26,23,24,28,23,33,35,41,32,—,
Nurse practitioners,Alberta,Outflow,Age <35,5,2,7,8,4,5,2,5,4,—,
Nurse practitioners,Alberta,Outflow,Age 35–54,12,12,12,13,12,20,20,22,15,—,
Nurse practitioners,Alberta,Outflow,Age 55+,9,9,5,7,7,8,13,14,13,—,
Nurse practitioners,Alberta,Outflow,Age not stated,0,0,0,0,0,0,0,0,0,—,
Nurse practitioners,Alberta,Renewal,Total,356,388,426,457,501,548,569,598,633,690,
Nurse practitioners,Alberta,Renewal,Age <35,37,46,59,55,56,54,53,64,59,73,
Nurse practitioners,Alberta,Renewal,Age 35–54,242,261,280,307,335,373,389,405,438,473,
Nurse practitioners,Alberta,Renewal,Age 55+,77,81,87,95,110,121,127,129,136,144,
Nurse practitioners,Alberta,Renewal,Age not stated,0,0,0,0,0,0,0,0,0,0,
Nurse practitioners,Alberta,Employment status,Employed in profession,377,427,462,504,549,568,599,613,680,554,
Nurse practitioners,Alberta,Employment status,Employed in other than profession and seeking employment in profession,5,1,3,1,2,4,2,11,5,5,
Nurse practitioners,Alberta,Employment status,Employed in other than profession and not seeking employment in profession,22,14,12,15,10,20,27,36,26,222,
Nurse practitioners,Alberta,Employment status,Not employed and seeking employment in profession,9,1,0,0,0,0,0,1,1,0,
Nurse practitioners,Alberta,Employment status,Not employed and not seeking employment in profession,1,2,1,1,0,0,1,1,1,1,
Nurse practitioners,Alberta,Employment status,Not stated,0,4,3,8,10,10,4,12,9,7,
Nurse practitioners,Alberta,Location of graduation,Canadian educated,407,437,462,511,548,579,610,650,694,750,
Nurse practitioners,Alberta,Location of graduation,Internationally educated,7,11,18,18,23,23,23,24,26,31,
Nurse practitioners,Alberta,Location of graduation,Not stated,0,1,1,0,0,0,0,0,2,8,
Nurse practitioners,Alberta,Years since graduation,<5 years,1,1,0,0,0,0,0,0,0,0,
Nurse practitioners,Alberta,Years since graduation,5–10 years,56,59,63,76,67,74,85,90,81,76,
Nurse practitioners,Alberta,Years since graduation,11–20 years,171,193,191,214,247,260,274,293,336,382,
Nurse practitioners,Alberta,Years since graduation,21–30 years,107,109,133,138,140,149,149,160,166,178,
Nurse practitioners,Alberta,Years since graduation,31+ years,79,87,94,101,117,119,125,131,137,145,
Nurse practitioners,Alberta,Years since graduation,Not stated,0,0,0,0,0,0,0,0,2,8,
Nurse practitioners,British Columbia,Supply,Total,315,385,418,465,514,540,648,761,885,991,
Nurse practitioners,British Columbia,Age,Age <25,0,0,0,0,0,0,0,0,0,0,
Nurse practitioners,British Columbia,Age,Age 25–34,57,86,88,90,97,77,109,132,157,167,
Nurse practitioners,British Columbia,Age,Age 35–44,125,155,167,189,208,240,290,333,398,447,
Nurse practitioners,British Columbia,Age,Age 45–54,82,83,90,102,118,125,149,196,219,254,
Nurse practitioners,British Columbia,Age,Age 55–64,48,57,67,73,82,85,82,82,84,94,
Nurse practitioners,British Columbia,Age,Age 65+,3,4,6,11,9,13,18,18,27,29,
Nurse practitioners,British Columbia,Age,Not stated,0,0,0,0,0,0,0,0,0,0,
Nurse practitioners,British Columbia,Age,Average age,43.7,43.0,43.5,43.8,43.7,44.2,43.5,43.2,43.1,43.2,
Nurse practitioners,British Columbia,Sex,Female,296,357,388,428,475,501,594,692,796,890,
Nurse practitioners,British Columbia,Sex,Male,19,28,30,37,39,39,54,69,89,101,
Nurse practitioners,British Columbia,Sex,Not stated,0,0,0,0,0,0,0,0,0,0,
Nurse practitioners,British Columbia,Inflow,Total,47,82,59,67,73,62,130,139,143,131,
Nurse practitioners,British Columbia,Inflow,Age <35,21,41,26,30,33,16,54,55,65,49,
Nurse practitioners,British Columbia,Inflow,Age 35–54,24,38,26,35,38,42,71,82,74,77,
Nurse practitioners,British Columbia,Inflow,Age 55+,2,3,7,2,2,4,5,2,4,5,
Nurse practitioners,British Columbia,Inflow,Age not stated,0,0,0,0,0,0,0,0,0,0,
Nurse practitioners,British Columbia,Outflow,Total,12,26,20,24,36,22,26,19,25,—,
Nurse practitioners,British Columbia,Outflow,Age <35,2,10,11,10,15,5,6,5,6,—,
Nurse practitioners,British Columbia,Outflow,Age 35–54,6,13,9,7,16,9,13,11,10,—,
Nurse practitioners,British Columbia,Outflow,Age 55+,4,3,0,7,5,8,7,3,9,—,
Nurse practitioners,British Columbia,Outflow,Age not stated,0,0,0,0,0,0,0,0,0,—,
Nurse practitioners,British Columbia,Renewal,Total,268,303,359,398,441,478,518,622,742,860,
Nurse practitioners,British Columbia,Renewal,Age <35,36,45,62,60,64,61,55,77,92,118,
Nurse practitioners,British Columbia,Renewal,Age 35–54,183,200,231,256,288,323,368,447,543,624,
Nurse practitioners,British Columbia,Renewal,Age 55+,49,58,66,82,89,94,95,98,107,118,
Nurse practitioners,British Columbia,Renewal,Age not stated,0,0,0,0,0,0,0,0,0,0,
Nurse practitioners,British Columbia,Employment status,Employed in profession,236,269,322,356,472,505,629,729,858,961,
Nurse practitioners,British Columbia,Employment status,Employed in other than profession and seeking employment in profession,0,0,0,1,0,1,0,0,1,1,
Nurse practitioners,British Columbia,Employment status,Employed in other than profession and not seeking employment in profession,0,2,0,0,0,0,1,1,1,0,
Nurse practitioners,British Columbia,Employment status,Not employed and seeking employment in profession,0,0,1,0,3,0,1,1,3,1,
Nurse practitioners,British Columbia,Employment status,Not employed and not seeking employment in profession,0,2,0,1,1,4,1,4,4,2,
Nurse practitioners,British Columbia,Employment status,Not stated,79,112,95,107,38,30,16,26,18,26,
Nurse practitioners,British Columbia,Location of graduation,Canadian educated,294,360,386,425,472,497,594,699,818,924,
Nurse practitioners,British Columbia,Location of graduation,Internationally educated,20,24,31,37,38,40,50,57,58,64,
Nurse practitioners,British Columbia,Location of graduation,Not stated,1,1,1,3,4,3,4,5,9,3,
Nurse practitioners,British Columbia,Years since graduation,<5 years,1,1,1,0,0,0,0,1,1,15,
Nurse practitioners,British Columbia,Years since graduation,5–10 years,71,100,97,107,111,102,131,167,190,208,
Nurse practitioners,British Columbia,Years since graduation,11–20 years,121,153,168,185,215,244,305,356,428,486,
Nurse practitioners,British Columbia,Years since graduation,21–30 years,74,72,83,94,106,113,129,147,158,173,
Nurse practitioners,British Columbia,Years since graduation,31+ years,43,52,59,69,69,79,79,85,100,107,
Nurse practitioners,British Columbia,Years since graduation,Not stated,5,7,10,10,13,2,4,5,8,2,
Nurse practitioners,Yukon,Supply,Total,5,5,7,8,10,14,24,22,19,26,
Nurse practitioners,Yukon,Age,Age <25,0,0,0,0,0,0,0,0,0,0,
Nurse practitioners,Yukon,Age,Age 25–34,1,1,0,0,0,3,7,3,4,3,
Nurse practitioners,Yukon,Age,Age 35–44,3,3,4,5,7,5,7,9,8,13,
Nurse practitioners,Yukon,Age,Age 45–54,0,0,0,1,1,4,8,7,5,7,
Nurse practitioners,Yukon,Age,Age 55–64,1,1,2,1,1,2,1,2,1,2,
Nurse practitioners,Yukon,Age,Age 65+,0,0,1,1,1,0,1,1,1,1,
Nurse practitioners,Yukon,Age,Not stated,0,0,0,0,0,0,0,0,0,0,
Nurse practitioners,Yukon,Age,Average age,42.0,43.0,49.1,46.6,45.5,42.3,42.6,44.4,42.7,43.6,
Nurse practitioners,Yukon,Sex,Female,5,5,7,7,9,11,22,18,16,22,
Nurse practitioners,Yukon,Sex,Male,0,0,0,1,1,3,2,1,2,3,
Nurse practitioners,Yukon,Sex,Not stated,0,0,0,0,0,0,0,3,1,1,
Nurse practitioners,Yukon,Inflow,Total,0,1,2,3,2,6,10,5,2,9,
Nurse practitioners,Yukon,Inflow,Age <35,0,1,0,0,0,3,4,1,1,2,
Nurse practitioners,Yukon,Inflow,Age 35–54,0,0,2,3,2,2,5,3,1,6,
Nurse practitioners,Yukon,Inflow,Age 55+,0,0,0,0,0,1,1,1,0,1,
Nurse practitioners,Yukon,Inflow,Age not stated,0,0,0,0,0,0,0,0,0,0,
Nurse practitioners,Yukon,Outflow,Total,1,0,2,0,2,0,7,5,2,—,
Nurse practitioners,Yukon,Outflow,Age <35,1,0,0,0,0,0,4,0,1,—,
Nurse practitioners,Yukon,Outflow,Age 35–54,0,0,1,0,1,0,3,4,1,—,
Nurse practitioners,Yukon,Outflow,Age 55+,0,0,1,0,1,0,0,1,0,—,
Nurse practitioners,Yukon,Outflow,Age not stated,0,0,0,0,0,0,0,0,0,—,
Nurse practitioners,Yukon,Renewal,Total,5,4,5,5,8,8,14,17,17,17,
Nurse practitioners,Yukon,Renewal,Age <35,1,0,0,0,0,0,3,2,3,1,
Nurse practitioners,Yukon,Renewal,Age 35–54,3,3,4,3,6,7,10,13,12,14,
Nurse practitioners,Yukon,Renewal,Age 55+,1,1,1,2,2,1,1,2,2,2,
Nurse practitioners,Yukon,Renewal,Age not stated,0,0,0,0,0,0,0,0,0,0,
Nurse practitioners,Yukon,Employment status,Employed in profession,5,4,6,8,10,14,22,20,18,21,
Nurse practitioners,Yukon,Employment status,Employed in other than profession and seeking employment in profession,0,0,0,0,0,0,0,0,0,0,
Nurse practitioners,Yukon,Employment status,Employed in other than profession and not seeking employment in profession,0,0,0,0,0,0,0,0,1,1,
Nurse practitioners,Yukon,Employment status,Not employed and seeking employment in profession,0,0,0,0,0,0,0,1,0,2,
Nurse practitioners,Yukon,Employment status,Not employed and not seeking employment in profession,0,0,0,0,0,0,0,0,0,0,
Nurse practitioners,Yukon,Employment status,Not stated,0,1,1,0,0,0,2,1,0,2,
Nurse practitioners,Yukon,Location of graduation,Canadian educated,5,4,6,7,9,14,22,21,19,26,
Nurse practitioners,Yukon,Location of graduation,Internationally educated,0,1,1,1,1,0,2,1,0,0,
Nurse practitioners,Yukon,Location of graduation,Not stated,0,0,0,0,0,0,0,0,0,0,
Nurse practitioners,Yukon,Years since graduation,<5 years,1,0,0,0,0,0,0,0,0,4,
Nurse practitioners,Yukon,Years since graduation,5–10 years,0,0,0,1,2,6,9,4,1,1,
Nurse practitioners,Yukon,Years since graduation,11–20 years,3,4,4,4,5,3,7,11,11,12,
Nurse practitioners,Yukon,Years since graduation,21–30 years,0,0,0,1,1,4,6,4,4,6,
Nurse practitioners,Yukon,Years since graduation,31+ years,1,1,3,2,2,1,2,3,2,3,
Nurse practitioners,Yukon,Years since graduation,Not stated,0,0,0,0,0,0,0,0,1,0,
Nurse practitioners,Northwest Territories/Nunavut,Supply,Total,48,45,57,50,47,79,94,110,119,124,
Nurse practitioners,Northwest Territories/Nunavut,Age,Age <25,0,0,0,0,0,0,0,0,0,—,
Nurse practitioners,Northwest Territories/Nunavut,Age,Age 25–34,8,8,6,5,5,10,17,12,16,—,
Nurse practitioners,Northwest Territories/Nunavut,Age,Age 35–44,7,7,11,8,9,16,21,31,43,—,
Nurse practitioners,Northwest Territories/Nunavut,Age,Age 45–54,12,11,15,12,11,17,22,31,27,—,
Nurse practitioners,Northwest Territories/Nunavut,Age,Age 55–64,17,16,18,16,15,27,25,25,22,—,
Nurse practitioners,Northwest Territories/Nunavut,Age,Age 65+,x,x,7,9,7,9,9,11,11,—,
Nurse practitioners,Northwest Territories/Nunavut,Age,Not stated,x,x,0,0,0,0,0,0,0,—,
Nurse practitioners,Northwest Territories/Nunavut,Age,Average age,50.3,49.8,51.2,52.4,51.9,50.9,48.8,48.7,46.9,—,
Nurse practitioners,Northwest Territories/Nunavut,Sex,Female,43,39,48,44,41,68,82,96,99,—,
Nurse practitioners,Northwest Territories/Nunavut,Sex,Male,5,6,9,6,6,11,12,14,20,—,
Nurse practitioners,Northwest Territories/Nunavut,Sex,Not stated,0,0,0,0,0,0,0,0,0,—,
Nurse practitioners,Northwest Territories/Nunavut,Inflow,Total,15,10,17,x,7,35,30,29,28,—,
Nurse practitioners,Northwest Territories/Nunavut,Inflow,Age <35,x,x,x,0,x,7,10,5,9,—,
Nurse practitioners,Northwest Territories/Nunavut,Inflow,Age 35–54,x,x,7,x,x,15,15,18,17,—,
Nurse practitioners,Northwest Territories/Nunavut,Inflow,Age 55+,7,x,8,x,x,13,5,6,x,—,
Nurse practitioners,Northwest Territories/Nunavut,Inflow,Age not stated,0,0,x,0,0,0,0,0,x,—,
Nurse practitioners,Northwest Territories/Nunavut,Outflow,Total,13,5,9,10,x,15,13,19,0,—,
Nurse practitioners,Northwest Territories/Nunavut,Outflow,Age <35,x,x,x,0,0,0,x,x,0,—,
Nurse practitioners,Northwest Territories/Nunavut,Outflow,Age 35–54,x,0,5,x,x,6,x,11,0,—,
Nurse practitioners,Northwest Territories/Nunavut,Outflow,Age 55+,5,x,x,6,x,9,8,6,0,—,
Nurse practitioners,Northwest Territories/Nunavut,Outflow,Age not stated,0,0,0,x,0,0,0,x,0,—,
Nurse practitioners,Northwest Territories/Nunavut,Renewal,Total,33,35,40,48,40,44,64,81,91,—,
Nurse practitioners,Northwest Territories/Nunavut,Renewal,Age <35,x,x,x,5,x,x,7,7,7,—,
Nurse practitioners,Northwest Territories/Nunavut,Renewal,Age 35–54,15,14,19,19,16,18,28,44,53,—,
Nurse practitioners,Northwest Territories/Nunavut,Renewal,Age 55+,14,17,17,24,20,23,29,30,31,—,
Nurse practitioners,Northwest Territories/Nunavut,Renewal,Age not stated,x,x,x,0,x,x,0,0,0,—,
Nurse practitioners,Northwest Territories/Nunavut,Employment status,Employed in profession,45,38,55,50,45,53,61,—,87,—,
Nurse practitioners,Northwest Territories/Nunavut,Employment status,Employed in other than profession and seeking employment in profession,0,0,0,0,0,0,0,—,0,—,
